phase,category,question,template_id,generated_cypher,answer,if_correct
Phase 2,Comparative & Set Operations,List enzymes with diverse catalytic roles,CUSTOM,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, count(DISTINCT r) AS numReactions
WHERE numReactions > 1
RETURN e","[{'e': {'names': ['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A'], 'sysname': 'phosphoethanolamine phosphohydrolase', 'name': 'phosphoethanolamine/phosphocholine phosphatase', 'link': 'https://rest.kegg.jp/get/3.1.3.75', 'id': 'EC:3.1.3.75'}}, {'e': {'names': ['oleoyl-[acyl-carrier-protein] hydrolase', 'acyl-[acyl-carrier-protein] hydrolase', 'acyl-ACP-hydrolase', 'acyl-acyl carrier protein hydrolase', 'oleoyl-ACP thioesterase', 'oleoyl-acyl carrier protein thioesterase'], 'sysname': 'oleoyl-[acyl-carrier protein] hydrolase', 'name': 'oleoyl-[acyl-carrier-protein] hydrolase', 'link': 'https://rest.kegg.jp/get/3.1.2.14', 'id': 'EC:3.1.2.14'}}, {'e': {'names': ['dodecanoyl-[acyl-carrier-protein] hydrolase', 'lauryl-acyl-carrier-protein hydrolase', 'dodecanoyl-acyl-carrier-protein hydrolase', 'dodecyl-acyl-carrier protein hydrolase', 'dodecanoyl-[acyl-carrier protein] hydrolase'], 'sysname': 'dodecanoyl-[acyl-carrier protein] hydrolase', 'name': 'dodecanoyl-[acyl-ca",1
Phase 2,Connectivity & Network Analysis,Which compounds are central metabolites?,,,[],1
Phase 2,Connectivity & Network Analysis,Find hub compounds in the network,CUSTOM,"MATCH (c)-[:SUBSTRATE_OF]->(r) UNION MATCH (c)<-[:PRODUCES]-(r)
WITH c, count(r) AS reactionCount
RETURN c.id AS compoundId, c.name AS compoundName, reactionCount
ORDER BY reactionCount DESC",[],1
Phase 2,Connectivity & Network Analysis,Show compounds with most connections,CUSTOM,"MATCH (c:Compound)-[r]-() WITH c, count(r) AS connCount RETURN c, connCount ORDER BY connCount DESC","[{'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}, 'connCount': 180}, {'c': {'names': ['H+', 'Hydron'], 'link': 'https://rest.kegg.jp/get/C00080', 'name': 'H+', 'formula': 'H', 'id': 'C00080', 'exact_mass': '1.0078'}, 'connCount': 112}, {'c': {'names': ['CoA', 'Coenzyme A', 'CoA-SH'], 'link': 'https://rest.kegg.jp/get/C00010', 'name': 'CoA', 'formula': 'C21H36N7O16P3S', 'id': 'C00010', 'exact_mass': '767.1152'}, 'connCount': 81}, {'c': {'names': ['NADPH', 'TPNH', 'Reduced nicotinamide adenine dinucleotide phosphate'], 'link': 'https://rest.kegg.jp/get/C00005', 'name': 'NADPH', 'formula': 'C21H30N7O17P3', 'id': 'C00005', 'exact_mass': '745.0911'}, 'connCount': 63}, {'c': {'names': ['NADP+', 'NADP', 'Nicotinamide adenine dinucleotide phosphate', 'beta-Nicotinamide adenine dinucleotide phosphate', 'TPN', 'Triphosphopyridine nucleotide', 'beta-NADP+'], 'name': 'NADP+', 'link': 'https://res",1
Phase 2,Connectivity & Network Analysis,Get key metabolic intermediates,CUSTOM,"MATCH (c:Compound)<-[:PRODUCES]-(:Reaction), (c)-[:SUBSTRATE_OF]-(:Reaction)
RETURN DISTINCT c","[{'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['Ethanolamine phosphate', 'O-Phosphorylethanolamine', 'Phosphoethanolamine', 'O-Phosphoethanolamine'], 'name': 'Ethanolamine phosphate', 'link': 'https://rest.kegg.jp/get/C00346', 'formula': 'C2H8NO4P', 'id': 'C00346', 'exact_mass': '141.0191'}}, {'c': {'names': ['Choline phosphate', 'Phosphorylcholine', 'Phosphocholine', 'O-Phosphocholine'], 'name': 'Choline phosphate', 'link': 'https://rest.kegg.jp/get/C00588', 'formula': 'C5H15NO4P', 'id': 'C00588', 'exact_mass': '184.0739'}}, {'c': {'names': ['Teasterone', '(3beta,5alpha,22R,23R,24S)-3,22,23-Trihydroxyergostan-6-one'], 'name': 'Teasterone', 'link': 'https://rest.kegg.jp/get/C15791', 'formula': 'C28H48O4', 'id': 'C15791', 'exact_mass': '448.3553'}}, {'c': {'names': ['6-Deoxoteasterone'], 'name': '6-Deoxoteasterone', 'link': 'https://rest.kegg.jp/get/C15799', 'formu",1
Phase 2,Connectivity & Network Analysis,Which compounds have highest degree?,CUSTOM,"MATCH (c:Compound)
WITH c, size((c)-[:SUBSTRATE_OF]->()) + size((c)<-[:PRODUCES]-()) AS degree
RETURN c.id, degree
ORDER BY degree DESC",[],1
Phase 2,Connectivity & Network Analysis,List most connected metabolites,CUSTOM,"MATCH (c:Compound)
OPTIONAL MATCH (c)-[:SUBSTRATE_OF]->(r1:Reaction)
OPTIONAL MATCH (r2:Reaction)-[:PRODUCES]->(c)
WITH c, count(DISTINCT r1)+count(DISTINCT r2) AS connections
RETURN c.id, c.name, connections
ORDER BY connections DESC","[{'c.id': 'C00001', 'c.name': 'H2O', 'connections': 180}, {'c.id': 'C00080', 'c.name': 'H+', 'connections': 112}, {'c.id': 'C00010', 'c.name': 'CoA', 'connections': 81}, {'c.id': 'C00005', 'c.name': 'NADPH', 'connections': 63}, {'c.id': 'C00006', 'c.name': 'NADP+', 'connections': 63}, {'c.id': 'C00007', 'c.name': 'Oxygen', 'connections': 54}, {'c.id': 'C00004', 'c.name': 'NADH', 'connections': 38}, {'c.id': 'C00003', 'c.name': 'NAD+', 'connections': 38}, {'c.id': 'C00002', 'c.name': 'ATP', 'connections': 30}, {'c.id': 'C00011', 'c.name': 'CO2', 'connections': 29}, {'c.id': 'C00040', 'c.name': 'Acyl-CoA', 'connections': 28}, {'c.id': 'C00229', 'c.name': 'Acyl-carrier protein', 'connections': 27}, {'c.id': 'C00024', 'c.name': 'Acetyl-CoA', 'connections': 25}, {'c.id': 'C03024', 'c.name': '[Reduced NADPH---hemoprotein reductase]', 'connections': 22}, {'c.id': 'C03161', 'c.name': '[Oxidized NADPH---hemoprotein reductase]', 'connections': 22}, {'c.id': 'C00008', 'c.name': 'ADP', 'connection",1
Phase 2,Connectivity & Network Analysis,Which pathways are isolated?,T054,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]->() RETURN p,[],0
Phase 2,Connectivity & Network Analysis,Find pathways with no connections to others,CUSTOM,"MATCH (p:Pathway)
WHERE NOT EXISTS {
  MATCH (p)-[:CONTAINS]->(r:Reaction),
        (p2:Pathway)-[:CONTAINS]->(r)
  WHERE p2 <> p
}
AND NOT EXISTS {
  MATCH (p)-[:CONTAINS]->(f:FunctionalUnit),
        (p2:Pathway)-[:CONTAINS]->(f)
  WHERE p2 <> p
}
RETURN p","[{'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00511.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00511', 'id': 'path:ats00511', 'source': 'KEGG', 'title': 'Other glycan degradation'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats03018.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats03018', 'id': 'path:ats03018', 'source': 'KEGG', 'title': 'RNA degradation'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/gmx/gmx00511.png', 'species': 'GMX', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?gmx00511', 'id': 'path:gmx00511', 'source': 'KEGG', 'title': 'Other glycan degradation'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/gmx/gmx03018.png', 'species': 'GMX', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?gmx03018', 'id': 'path:gmx03018', 'source': 'KEGG', 'title': 'RNA degradation'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ath/ath00511.png', 'species': 'ATH', 'link': 'https",1
Phase 2,Connectivity & Network Analysis,Show standalone metabolic pathways,,,[],1
Phase 2,Connectivity & Network Analysis,Get pathways without metabolic crosstalk,,,[],1
Phase 2,Connectivity & Network Analysis,Which pathways don't share metabolites with others?,,,[],1
Phase 2,Connectivity & Network Analysis,List disconnected pathways,T054,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]->() RETURN p,[],1
Phase 2,Connectivity & Network Analysis,How are pathways connected through compounds?,CUSTOM,"MATCH (p1:Pathway)-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(r2:Reaction)-[:CONTAINS]->(p2:Pathway)  
WHERE p1 <> p2  
RETURN DISTINCT p1.id AS pathway1, p2.id AS pathway2, c.id AS compound",[],1
Phase 2,Connectivity & Network Analysis,Find compounds linking different pathways,,,[],1
Phase 2,Connectivity & Network Analysis,Show metabolic pathway path:gmx01040 connections,CUSTOM,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(n) RETURN n,"['path:gmx01040_444', 'path:gmx01040_436', 'path:gmx01040_415', 'path:gmx01040_411', 'path:gmx01040_407', 'path:gmx01040_362', 'path:gmx01040_321', 'path:gmx01040_316', 'path:gmx01040_280', 'path:gmx01040_276', 'path:gmx01040_263', 'path:gmx01040_259', 'path:gmx01040_255', 'path:gmx01040_123', 'path:gmx01040_122', 'path:gmx01040_121', 'path:gmx01040_120', 'R08178', 'R08179', 'R08180', 'R08181', 'R08182', 'R08183', 'R08177', 'R08176', 'R08175', 'R08174', 'R01274']",1
Phase 2,Connectivity & Network Analysis,Get compounds that bridge pathways,CUSTOM,"MATCH (c:Compound)-[:PRODUCES]->(r1:Reaction)<-[:CONTAINS]-(p1:Pathway)
MATCH (c)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p2:Pathway)
WHERE p1 <> p2
RETURN DISTINCT c",[],1
Phase 2,Connectivity & Network Analysis,Which compounds connect pathway path:ath00280 to others?,T076,MATCH (p1:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,[],1
Phase 2,Connectivity & Network Analysis,List inter-pathway path:gmx00603 metabolite exchanges,T076,MATCH (p1:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,[],1
Phase 2,Connectivity & Network Analysis,Show sequential reactions in pathway path:ath00603,CUSTOM,"MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)-[:CONTAINS]->(p)  
RETURN r1, r2",[],0
Phase 2,Connectivity & Network Analysis,Find reaction R00200 chains in glycolysis,,,[],1
Phase 2,Connectivity & Network Analysis,Get ordered reactions in pathway path:ats01040,CUSTOM,"MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]->(r:Reaction)  
RETURN r  
ORDER BY r.id","[{'r': {'equation': 'C00154 + C00001 <=> C00010 + C00249', 'name': 'palmitoyl-CoA hydrolase', 'link': 'https://rest.kegg.jp/get/R01274', 'definition': 'Palmitoyl-CoA + H2O <=> CoA + Hexadecanoic acid', 'id': 'R01274'}}, {'r': {'equation': 'C00412 + C00001 <=> C00010 + C01530', 'name': 'stearoyl-CoA hydrolase', 'link': 'https://rest.kegg.jp/get/R08174', 'definition': 'Stearoyl-CoA + H2O <=> CoA + Octadecanoic acid', 'id': 'R08174'}}, {'r': {'equation': 'C02041 + C00001 <=> C00010 + C06425', 'name': 'icosanoyl-CoA hydrolase', 'link': 'https://rest.kegg.jp/get/R08175', 'definition': 'Eicosanoyl-CoA + H2O <=> CoA + Icosanoic acid', 'id': 'R08175'}}, {'r': {'equation': 'C00510 + C00001 <=> C00010 + C00712', 'name': 'oleoyl-CoA hydrolase', 'link': 'https://rest.kegg.jp/get/R08176', 'definition': 'Oleoyl-CoA + H2O <=> CoA + (9Z)-Octadecenoic acid', 'id': 'R08176'}}, {'r': {'equation': 'C02050 + C00001 <=> C00010 + C01595', 'name': 'linoleoyl-CoA hydrolase', 'link': 'https://rest.kegg.jp/get/R",0
Phase 2,Connectivity & Network Analysis,Show reaction R07764 sequences in TCA cycle,CUSTOM,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction {id: 'R07764'}) 
WHERE p.title CONTAINS 'TCA cycle' 
WITH p 
MATCH (p)-[:CONTAINS]->(r:Reaction) 
RETURN r",[],0
Phase 2,Connectivity & Network Analysis,Map reaction flow in pathway path:gmx00280,CUSTOM,"MATCH (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]->(r:Reaction)  
OPTIONALLY MATCH (r)-[:PRODUCES]->(prod:Compound)  
OPTIONALLY MATCH (sub:Compound)-[:SUBSTRATE_OF]->(r)  
RETURN r.id AS reaction_id, collect(DISTINCT sub.id) AS substrates, collect(DISTINCT prod.id) AS products;",[],0
Phase 2,Connectivity & Network Analysis,Display sequential steps in fatty acid biosynthesis path:ath00061,T024,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r:Reaction) RETURN r,"[{'r': {'equation': 'C04688 <=> C05760 + C00001', 'link': 'https://rest.kegg.jp/get/R04568', 'name': '(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase', 'definition': '(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> trans-Tetradec-2-enoyl-[acp] + H2O', 'id': 'R04568'}}, {'r': {'equation': 'C00173 + C00006 <=> C00693 + C00005 + C00080', 'link': 'https://rest.kegg.jp/get/R01404', 'name': 'acyl-[acyl-carrier protein]:NADP+ oxidoreductase', 'definition': 'Acyl-[acyl-carrier protein] + NADP+ <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + NADPH + H+', 'id': 'R01404'}}, {'r': {'equation': 'C00173 + C00003 <=> C00693 + C00004 + C00080', 'link': 'https://rest.kegg.jp/get/R01403', 'name': 'acyl-[acyl-carrier-protein]:NAD+ oxidoreductase', 'definition': 'Acyl-[acyl-carrier protein] + NAD+ <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + NADH + H+', 'id': 'R01403'}}, {'r': {'equation': 'C00002 + C00638 + C00010 <=> C00020 + C00013 + C02843', 'link': 'https://rest.kegg.jp",1
Phase 3,Paraphrasing & Synonyms,What enzymes does gene ath:AT5G61540 encode?,T011,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC) RETURN e,[],1
Phase 3,Paraphrasing & Synonyms,Which EC numbers are encoded by gene gmx:100217331?,T011,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC) RETURN e,"[{'e': {'names': ['stearoyl-[acyl-carrier-protein] 9-desaturase', 'stearyl acyl carrier protein desaturase', 'stearyl-ACP desaturase', 'acyl-[acyl-carrier-protein] desaturase', 'acyl-[acyl-carrier protein],hydrogen-donor:oxygen oxidoreductase'], 'sysname': 'stearoyl-[acyl-carrier protein],reduced ferredoxin:oxygen oxidoreductase (9,10 cis-dehydrogenating)', 'name': 'stearoyl-[acyl-carrier-protein] 9-desaturase', 'link': 'https://rest.kegg.jp/get/1.14.19.2', 'id': 'EC:1.14.19.2'}}]",1
Phase 3,Paraphrasing & Synonyms,Show me the enzyme functions of gene ats:109745953,T011,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC) RETURN e,[],1
Phase 3,Paraphrasing & Synonyms,Gene gmx:100037478 encodes which enzymes?,T011,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC) RETURN e,"[{'e': {'names': ['stearoyl-[acyl-carrier-protein] 9-desaturase', 'stearyl acyl carrier protein desaturase', 'stearyl-ACP desaturase', 'acyl-[acyl-carrier-protein] desaturase', 'acyl-[acyl-carrier protein],hydrogen-donor:oxygen oxidoreductase'], 'sysname': 'stearoyl-[acyl-carrier protein],reduced ferredoxin:oxygen oxidoreductase (9,10 cis-dehydrogenating)', 'name': 'stearoyl-[acyl-carrier-protein] 9-desaturase', 'link': 'https://rest.kegg.jp/get/1.14.19.2', 'id': 'EC:1.14.19.2'}}]",1
Phase 3,Paraphrasing & Synonyms,List enzyme activities for gene ath:AT1G01040,T011,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]->(e:EC) RETURN e,[],1
Phase 3,Paraphrasing & Synonyms,What are the EC numbers for gene ath:AT1G01050?,T011,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC) RETURN e,"[{'e': {'names': ['inorganic diphosphatase'], 'sysname': 'diphosphate phosphohydrolase', 'name': 'inorganic diphosphatase', 'link': 'https://rest.kegg.jp/get/3.6.1.1', 'id': 'EC:3.6.1.1'}}]",1
Phase 3,Paraphrasing & Synonyms,Tell me the enzymes from gene ats:109733199,T011,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC) RETURN e,[],1
Phase 3,Paraphrasing & Synonyms,Gene ats:109761713 produces what enzymes?,T011,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC) RETURN e,[],1
Phase 3,Informal & Conversational,"Hey, what reactions use C00422 ?",T014,MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF]->(r:Reaction) RETURN r,"[{'r': {'equation': 'C00422 + C00001 <=> C00165 + C00060', 'name': 'triacylglycerol acylhydrolase', 'link': 'https://rest.kegg.jp/get/rn:R01369', 'definition': 'Triacylglycerol + H2O <=> Diacylglycerol + Carboxylate', 'id': 'rn:R01369'}}, {'r': {'equation': 'C00422 + C00010 <=> C00641 + C00040', 'link': 'https://rest.kegg.jp/get/rn:R02251', 'name': 'acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase', 'definition': 'Triacylglycerol + CoA <=> 1,2-Diacyl-sn-glycerol + Acyl-CoA', 'id': 'rn:R02251'}}, {'r': {'equation': 'C00422 + C00010 <=> C00641 + C00040', 'link': 'https://rest.kegg.jp/get/R02251', 'name': 'acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase', 'definition': 'Triacylglycerol + CoA <=> 1,2-Diacyl-sn-glycerol + Acyl-CoA', 'id': 'R02251'}}, {'r': {'equation': 'C00422 + C00001 <=> C00641 + C00162', 'name': 'triacylglycerol acylhydrolase', 'link': 'https://rest.kegg.jp/get/R02250', 'definition': 'Triacylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + Fatty acid', 'id': 'R02250'}}]",1
Phase 3,Informal & Conversational,Can you tell me about pathway path:gmx00061?,T002,MATCH (n:Pathway {id: 'path:gmx00061'}) RETURN n,['path:gmx00061'],1
Phase 3,Informal & Conversational,I need to know which genes encode EC:4.2.1.59,T019,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:4.2.1.59'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ', 'link': 'https://rest.kegg.jp/get/gmx:102664023', 'position': '8:5654202..5656217', 'id': 'gmx:102664023'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ', 'link': 'https://rest.kegg.jp/get/gmx:100817945', 'position': '15:complement(4120564..4125333)', 'id': 'gmx:100817945'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) uncharacterized protein LOC100790839', 'link': 'https://rest.kegg.jp/get/gmx:100790839', 'position': '8:14497341..14501691', 'id': 'gmx:100790839'}}]",1
Phase 3,Informal & Conversational,Show me what's in the path:ath00061 pathway,T024,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r:Reaction) RETURN r,"[{'r': {'equation': 'C04688 <=> C05760 + C00001', 'link': 'https://rest.kegg.jp/get/R04568', 'name': '(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase', 'definition': '(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> trans-Tetradec-2-enoyl-[acp] + H2O', 'id': 'R04568'}}, {'r': {'equation': 'C00173 + C00006 <=> C00693 + C00005 + C00080', 'link': 'https://rest.kegg.jp/get/R01404', 'name': 'acyl-[acyl-carrier protein]:NADP+ oxidoreductase', 'definition': 'Acyl-[acyl-carrier protein] + NADP+ <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + NADPH + H+', 'id': 'R01404'}}, {'r': {'equation': 'C00173 + C00003 <=> C00693 + C00004 + C00080', 'link': 'https://rest.kegg.jp/get/R01403', 'name': 'acyl-[acyl-carrier-protein]:NAD+ oxidoreductase', 'definition': 'Acyl-[acyl-carrier protein] + NAD+ <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + NADH + H+', 'id': 'R01403'}}, {'r': {'equation': 'C00002 + C00638 + C00010 <=> C00020 + C00013 + C02843', 'link': 'https://rest.kegg.jp",1
Phase 3,Informal & Conversational,What does gene ath:AT2G06990 do?,T011,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(e:EC) RETURN e,[],1
Phase 3,Informal & Conversational,Find stuff related to compound C00164,CUSTOM,"MATCH (c:Compound {id: 'C00164'})-[:SUBSTRATE_OF]->(r:Reaction)
RETURN r
UNION
MATCH (r:Reaction)-[:PRODUCES]->(c:Compound {id: 'C00164'})
RETURN r","[{'r': {'equation': 'C00356 <=> C00024 + C00164', 'link': 'https://rest.kegg.jp/get/R01360', 'name': '(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming)', 'definition': '(S)-3-Hydroxy-3-methylglutaryl-CoA <=> Acetyl-CoA + Acetoacetate', 'id': 'R01360'}}]",1
Phase 3,Informal & Conversational,Tell me about enzyme EC:1.13.11.33,T004,MATCH (n:EC {id: 'EC:1.13.11.33'}) RETURN n,['EC:1.13.11.33'],1
Phase 3,Informal & Conversational,What's connected to reaction R06870?,CUSTOM,"MATCH (r:Reaction {id: 'R06870'})-[rel]->(connected) 
RETURN DISTINCT connected, type(rel) AS relationship
UNION
MATCH (connected)-[rel]->(r:Reaction {id: 'R06870'}) 
RETURN DISTINCT connected, type(rel) AS relationship","[{'connected': {'names': ['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid'], 'name': 'Orthophosphate', 'link': 'https://rest.kegg.jp/get/C00009', 'formula': 'H3PO4', 'id': 'C00009', 'exact_mass': '97.9769'}, 'relationship': 'PRODUCES'}, {'connected': {'names': ['Ethanolamine', 'Aminoethanol', '2-Hydroxyethylamine'], 'name': 'Ethanolamine', 'link': 'https://rest.kegg.jp/get/C00189', 'formula': 'C2H7NO', 'id': 'C00189', 'exact_mass': '61.0528'}, 'relationship': 'PRODUCES'}, {'connected': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00564.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00564', 'id': 'path:ats00564', 'source': 'KEGG', 'title': 'Glycerophospholipid metabolism'}, 'relationship': 'CONTAINS'}, {'connected': {'names': ['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A'], 'sysname': 'phosphoethanolamine phosphohydrolase', 'name': 'phosphoethanolamine/phosphocholine phosphatase', 'link': 'https://rest.",1
Phase 3,Ambiguous Queries,What about ath:AT1G01210?,T006,MATCH (n:Gene {id: 'ath:AT1G01210'}) RETURN properties(n),[],1
Phase 3,Ambiguous Queries,Show me path:ats00603,T002,MATCH (n:Pathway {id: 'path:ats00603'}) RETURN n,['path:ats00603'],1
Phase 3,Ambiguous Queries,Find reactions for EC:6.4.1.2,T016,MATCH (e:EC {id: 'EC:6.4.1.2'})-[:CATALYZES]->(r:Reaction) RETURN r,"[{'r': {'equation': 'C00002 + C00024 + C00288 <=> C00008 + C00009 + C00083', 'link': 'https://rest.kegg.jp/get/rn:R00742', 'name': 'acetyl-CoA:carbon-dioxide ligase (ADP-forming)', 'definition': 'ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA', 'id': 'rn:R00742'}}, {'r': {'equation': 'C00002 + C00024 + C00288 <=> C00008 + C00009 + C00083', 'link': 'https://rest.kegg.jp/get/R00742', 'name': 'acetyl-CoA:carbon-dioxide ligase (ADP-forming)', 'definition': 'ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA', 'id': 'R00742'}}]",1
Phase 3,Ambiguous Queries,Show me the pathway path:ats00280,T002,MATCH (n:Pathway {id: 'path:ats00280'}) RETURN n,['path:ats00280'],1
Phase 3,Ambiguous Queries,Tell me about the enzyme EC:6.4.1.2,T009,MATCH (n:EC {id: 'EC:6.4.1.2'}) RETURN properties(n),"[{'properties(n)': {'id': 'EC:6.4.1.2', 'names': ['acetyl-CoA carboxylase', 'HFA1 (gene name)', 'ACC1 (gene name)', 'acetyl coenzyme A carboxylase', 'acetyl-CoA:carbon-dioxide ligase (ADP-forming)'], 'name': 'acetyl-CoA carboxylase', 'link': 'https://rest.kegg.jp/get/6.4.1.2', 'sysname': 'acetyl-CoA:hydrogencarbonate ligase (ADP-forming)'}}]",1
