pmid,question_type,question,answer,entities_used,difficulty,topic,category_id,category_name,title,abstract_word_count
28633105,factual,"In canola plants subjected to cadmium toxicity, what was the effect of exogenous triacontanol on the extent of lipid membrane damage?","The application of triacontanol diminished the level of lipid peroxidation, which is an indicator of lipid membrane damage, in canola plants exposed to cadmium.","Triacontanol, Cadmium, Lipid peroxidation",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effects of triacontanol on ascorbate-glutathione cycle in Brassica napus L. exposed to cadmium-induced oxidative stress.,141
28633105,numerical,Which three specific indicators of oxidative damage were measured to evaluate the protective effect of triacontanol on lipids in cadmium-exposed canola?,"To assess the reduction of cadmium-induced oxidative damage by triacontanol, the study measured the content of reactive oxygen species (ROS), the activity of lipoxygenase (LOX), and the level of lipid peroxidation.","Triacontanol, Cadmium, ROS, Lipoxygenase, Lipid peroxidation",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effects of triacontanol on ascorbate-glutathione cycle in Brassica napus L. exposed to cadmium-induced oxidative stress.,141
25489814,factual,"In the Arabidopsis seedlings that exhibited no survival after cryopreservation, what two factors were identified as the primary drivers of severe membrane lipid peroxidation?",The extensive membrane lipid damage in the 72-hour old seedlings was attributed to an elevated generation of hydroxyl radicals (OH) combined with a diminished activity of the superoxide dismutase (SOD) enzyme.,"72-h seedlings, membrane lipid peroxidation, hydroxyl radical (OH), superoxide dismutase (SOD)",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Cryopreservation affects ROS-induced oxidative stress and antioxidant response in Arabidopsis seedlings.,255
25489814,numerical,What specific biochemical marker was quantified to evaluate the degree of membrane lipid peroxidation experienced by the seedlings throughout the cryopreservation steps?,The researchers measured the levels of malondialdehyde (MDA) as an indicator of membrane lipid peroxidation.,"malondialdehyde (MDA), membrane lipid peroxidation",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Cryopreservation affects ROS-induced oxidative stress and antioxidant response in Arabidopsis seedlings.,255
30594795,factual,"How does exposure to hexavalent chromium affect the chemical composition of polyunsaturated fatty acids, such as linoleic and alpha-linolenic acid, within sunflower roots?","Hexavalent chromium promotes the non-enzymatic oxidation of polyunsaturated fatty acids in sunflower roots, leading to the generation of numerous oxylipins, which are signaling molecules involved in the plant's defense response.","Cr(VI), polyunsaturated fatty acids, oxylipins, sunflower roots",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Impact of Cr(VI) on the oxidation of polyunsaturated fatty acids in Helianthus annuus roots studied by metabolomic tools.,245
30594795,numerical,What percentage of metabolites within the linoleic acid metabolic cascade in sunflower roots were found to be altered as a result of Cr(VI) induced stress?,The study determined that approximately 70% of the metabolites involved in the linoleic acid metabolic pathway of sunflowers were affected by the stress caused by Cr(VI) exposure.,"Cr(VI), linoleic acid metabolic pathway, metabolites",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Impact of Cr(VI) on the oxidation of polyunsaturated fatty acids in Helianthus annuus roots studied by metabolomic tools.,245
26267046,factual,What are the primary physiological and molecular mechanisms through which the herbicide candidates IIa and IIr suppress the development of Arabidopsis thaliana?,"These compounds hinder the plant's growth by interfering with energy metabolism, the synthesis of lipids and proteins, and by reducing the uptake of nitrogen and phosphorus via the downregulation of key nutrient transporter genes.","IIa, IIr, Arabidopsis thaliana, nitrogen absorption, phosphorus absorption, lipid biosynthesis, protein biosynthesis",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Two novel herbicide candidates affect Arabidopsis thaliana growth by inhibiting nitrogen and phosphate absorption.,101
26267046,numerical,At what distinct levels of biological organization was the herbicidal mechanism of compounds IIa and IIr examined in Arabidopsis thaliana?,"The mechanism of the two herbicide candidates was investigated at three levels: physiological, ultrastructural, and molecular.","IIa, IIr, Arabidopsis thaliana",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Two novel herbicide candidates affect Arabidopsis thaliana growth by inhibiting nitrogen and phosphate absorption.,101
7556596,factual,What was the observed effect of water scarcity on the genetic expression and functional activity of the LOX-1 and LOX-2 isoenzymes in soybeans?,"Water scarcity promoted the transcription of genes for both LOX-1 and LOX-2, which led to elevated amounts of their corresponding mRNA and protein, as well as increased specific activities.","Water deficit, LOX-1, LOX-2, gene expression, enzyme activity",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Modulation of soybean lipoxygenase expression and membrane oxidation by water deficit.,139
7556596,numerical,What specific chemical modification was identified in the lipids of soybean membranes as a consequence of osmotic stress?,"The study identified an oxidative modification of membrane lipids, specifically an accumulation of conjugated hydroperoxides in the esterified fatty acids that make up the lipid bilayer.","Water deficit, membrane lipids, conjugated hydroperoxides, oxidative modification",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Modulation of soybean lipoxygenase expression and membrane oxidation by water deficit.,139
28900731,factual,"How did the application of selenium impact indicators of cell membrane damage, such as lipid peroxidation and electrolyte leakage, in tomato plants subjected to cadmium stress?","Selenium treatment significantly diminished lipid peroxidation and electrolyte leakage in cadmium-exposed plants, which was attributed to a decrease in hydrogen peroxide production.","Selenium, Cadmium, Lipid peroxidation, Electrolyte leakage, Hydrogen peroxide",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Selenium mitigates cadmium-induced oxidative stress in tomato (Solanum lycopersicum L.) plants by modulating chlorophyll fluorescence, osmolyte accumulation, and antioxidant system.",206
28900731,numerical,"Among the antioxidant enzymes measured (SOD, CAT, APX, GR), which one exhibited the most substantial percentage increase in activity when selenium was added to cadmium-treated plants, and what was this specific increase?","Glutathione reductase (GR) had the most significant increase in activity, showing a 54.47% enhancement with the addition of selenium to cadmium-stressed plants.","Selenium, Cadmium, Superoxide dismutase (SOD), Catalase (CAT), Ascorbate peroxidase (APX), Glutathione reductase (GR)",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Selenium mitigates cadmium-induced oxidative stress in tomato (Solanum lycopersicum L.) plants by modulating chlorophyll fluorescence, osmolyte accumulation, and antioxidant system.",206
20674075,factual,What is the proposed relationship between the heme oxygenase/carbon monoxide system and the nitric oxide pathway in regulating wheat seed sprouting during osmotic stress?,"The study suggests that the endogenous heme oxygenase/carbon monoxide signaling system is crucial for mitigating the inhibition of wheat seed germination and lipid peroxidation caused by osmotic stress, and it likely accomplishes this through an interaction with the nitric oxide pathway.","heme oxygenase/carbon monoxide system, nitric oxide, osmotic stress, wheat seed germination",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Heme oxygenase/carbon monoxide system participates in regulating wheat seed germination under osmotic stress involving the nitric oxide pathway.,210
20674075,numerical,"What chemical was utilized to induce osmotic stress, and what contrasting outcomes were noted between a 12.5% and a 50% concentration of this substance on wheat seeds?","Polyethylene glycol-6000 (PEG) was used to simulate osmotic stress. Seeds pre-exposed to a lower 12.5% dose of PEG exhibited enhanced tolerance, an increase in heme oxygenase (HO) levels, and a reduction in lipid peroxidation compared to those treated with a higher 50% dose.","polyethylene glycol-6000, osmotic stress, heme oxygenase, lipid peroxidation",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Heme oxygenase/carbon monoxide system participates in regulating wheat seed germination under osmotic stress involving the nitric oxide pathway.,210
