phase,category,question,check,cypher_executable,generated_cypher,QAChain,QAChain_Answer
Phase 2,Connectivity & Network Analysis,Show metabolic pathway path:gmx01040 connections,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2","MATCH p=(g:Gene)-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(r2:Reaction)-[:CONTAINS*0..5]->(pathway:Pathway {id:'gmx01040'}) RETURN pathway, collect(DISTINCT g), collect(DISTINCT o), collect(DISTINCT ec), collect(DISTINCT r), collect(DISTINCT c) LIMIT 20","
MATCH p=(path:Pathway {id: 'gmx01040'})-[:CONTAINS*1..3]-(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Get compounds that bridge pathways,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2","MATCH (p1:Pathway)-[:CONTAINS*0..2]->(r:Reaction)<-[:PRODUCES]-(c:Compound) 
RETURN c.id AS compound_id",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Connectivity & Network Analysis,Which compounds connect pathway path:ath00280 to others?,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2","MATCH p=(pathway:Pathway {id:'path:ath00280'})-[*]-(compound:Compound)-[:PARTICIPATES_IN]->(reaction:Reaction)
RETURN compound.id AS id LIMIT 10","
MATCH p=(path:Pathway {id: ""path:ath00280""})-[:CONTAINS*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,List inter-pathway path:gmx00603 metabolite exchanges,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2","MATCH p=(c1:Compound)-[:PRODUCES|SUBSTRATE_OF*0..5]->(r:Reaction)<-[:CATALYZES|HAS_ENZYME_FUNCTION]-(ec:EC)-[:CONTAINS*0..2]->(p1:Pathway)<-[:CONTAINS]-(f:FunctionalUnit)-[:MEMBER_OF*0..2]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]-(r2:Reaction)<-[:PRODUCES|SUBSTRATE_OF*0..5]-(c2:Compound) WHERE p1.id = 'pathway:gmx00603' AND c1.id IN ['cpd:C00031', 'cpd:C00163'] RETURN DISTINCT c1, r, ec, f, o, c2 LIMIT 20",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Connectivity & Network Analysis,Show sequential reactions in pathway path:ath00603,,MATCH path = (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,"MATCH p=(r1:Reaction)-[p1:PRODUCES]->(c1:Compound)<-[s1:SUBSTRATE_OF]-(r2:Reaction) 
WHERE id(p)= 'path:ath00603' AND r1.id < r2.id
RETURN DISTINCT r1, c1, r2 LIMIT 20","
MATCH p=(path:Pathway {id: 'path:ath00603'})-[:CONTAINS*1..3]->(r:Reaction)
WHERE r.name IS NOT NULL AND path.title IS NOT NULL
RETURN DISTINCT r.name, r.equation, path.title
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Find reaction R00200 chains in glycolysis,,MATCH path = (p:Pathway {id: 'R00200'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,"MATCH p=(r:Reaction {id:'R00200'})-[*]-(c:Compound)-[:PARTICIPATES_IN]->(r2:Reaction) 
WHERE r2 IN PATH(p) AND (c.id = 'cpd:C00031' OR ANY (e:EC {id:'EC_1.1.1.3'})) 
RETURN DISTINCT r2 LIMIT 10","
MATCH p=(r:Reaction {id: 'R00200'})-[*1..3]-(f:FunctionalUnit)<-[:MEMBER_OF]-(:Gene)-[:BELONGS_TO]->(o:Ortholog {species: 'Homo sapiens'})<-[:CATALYZES|HAS_ENZYME_FUNCTION*1..3]-(re:Reaction)
WHERE f.name = 'Glycolysis'
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Get ordered reactions in pathway path:ats01040,,MATCH path = (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,"MATCH p=(pathway:Pathway {id:'path:ats01040'})-[:CONTAINS*]->(r:Reaction)<-[:CATALYZES]-(ec:EC)-[:CATALYZES]->(r) 
OR (c:Compound)-[:SUBSTRATE_OF]->(r) 
RETURN r.id AS reaction_id, ec.id AS enzyme_id, c.id AS compound_id ORDER BY r.id LIMIT 20",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Connectivity & Network Analysis,Show reaction R07764 sequences in TCA cycle,,MATCH path = (p:Pathway {id: 'R07764'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,"MATCH p=(r:Reaction {id: 'R07764'})-[:PRODUCES|SUBSTRATE_OF*0..5]-(:Compound)-[:PARTICIPATES_IN]->(t:Pathway)<-[:CONTAINS]-(f:FunctionalUnit)<-[:MEMBER_OF]-(o:Ortholog)<-[:CATALYZES]-(e:EC {id: '2.8.3'}) 
RETURN f.id AS functional_unit_id, o.id AS ortholog_id, e.id AS enzyme_function_id","
MATCH p=(r:Reaction {id: 'R07764'})-[:PRODUCES*1..3]-(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)-[:CATALYZES]->(ec:EC)
WHERE ec.name = 'TCA cycle'
RETURN c.formula, r.equation
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Map reaction flow in pathway path:gmx00280,,MATCH path = (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,"MATCH p=(pathway:Pathway {id:'gmx00280'})-[:CONTAINS*0..5]-(r:Reaction)-[:PRODUCES]->(c:Compound)
OPTIONAL MATCH (e:EC)-[:CATALYZES]->(r)
OPTIONAL MATCH (g:Gene)-[:ENCODES]->(e)
RETURN pathway.id, r.id, c.id, e.id, g.id","
MATCH p = (:Pathway {id: 'gmx00280'})-[:CONTAINS*1..3]-(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN r, c
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Display sequential steps in fatty acid biosynthesis path:ath00061,,MATCH path = (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)<-[:CONTAINS]-(p) RETURN path,"MATCH (pw:Pathway {id: $entity_id})-[:CONTAINS]->(entity)
RETURN labels(entity)[0] AS entity_type,
       entity.id AS entity_id,
       entity.name AS entity_name","cypher
MATCH p=(pathway:Pathway {id: 'ath00061'})-[:CONTAINS*1..3]->(reaction:Reaction)
OPTIONAL MATCH (reaction)<-[:CATALYZES]-(ec:EC)-[:HAS_ENZYME_FUNCTION]->()
OPTIONAL MATCH (reaction)<-[:PRODUCES]-(compound:Compound)
OPTIONAL MATCH (reaction)<-[:SUBSTRATE_OF]-(substrate_reaction:Reaction)
WITH pathway, reaction, COLLECT(DISTINCT ec) AS ecs, COLLECT(DISTINCT compound) AS compounds, COLLECT(DISTINCT substrate_reaction) AS substrates
RETURN pathway.title, reaction.name, reaction.equation, ecs, compounds, substrates
LIMIT 10;
",I don't know the answer.
Phase 3,Paraphrasing & Synonyms,What enzymes does gene ath:AT5G61540 encode?,1.0,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN e.id LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT5G61540""})-[:ENCODES*1..3]->(e:EC)
RETURN e.name, e.sysname
LIMIT 10;
",I don't know the answer.
Phase 3,Paraphrasing & Synonyms,Which EC numbers are encoded by gene gmx:100217331?,1.0,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(ec:EC) RETURN ec.id LIMIT 10,"
MATCH (g:Gene {id: ""gmx:100217331""})-[:ENCODES*1..3]->(ec:EC)
RETURN ec.id
LIMIT 10;
",I don't know the answer.
Phase 3,Paraphrasing & Synonyms,Show me the enzyme functions of gene ats:109745953,1.0,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC) RETURN e,"MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(ec:EC)-[:HAS_ENZYME_FUNCTION]->(f)
RETURN f.id AS enzyme_function_id, f.name AS enzyme_function_name
LIMIT 10","
MATCH (g:Gene {id: ""ats:109745953""})-[:ENCODES*1..3]->(ec:EC)
OPTIONAL MATCH (o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(ec)
RETURN ec.name, o.symbol
LIMIT 10;
",I don't know the answer.
Phase 3,Paraphrasing & Synonyms,Gene gmx:100037478 encodes which enzymes?,1.0,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN e.id LIMIT 10,"
MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES*1..3]->(e:EC)
RETURN e.name, e.sysname
LIMIT 10;
",I don't know the answer.
Phase 3,Paraphrasing & Synonyms,List enzyme activities for gene ath:AT1G01040,1.0,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]->(e:EC) RETURN e.id AS enzyme_activity LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT1G01040""})-[:ENCODES*1..3]->(ec:EC)
RETURN ec.id, ec.name, ec.sysname
LIMIT 10;
",I don't know the answer.
Phase 3,Paraphrasing & Synonyms,What are the EC numbers for gene ath:AT1G01050?,1.0,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(ec:EC) RETURN ec.id LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT1G01050""})-[:ENCODES*1..3]->(ec:EC)
RETURN ec.id
LIMIT 10;
",I don't know the answer.
Phase 3,Paraphrasing & Synonyms,Tell me the enzymes from gene ats:109733199,1.0,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC) RETURN e.id AS enzyme_id LIMIT 10,"
MATCH (g:Gene {id: ""ats:109733199""})-[:ENCODES*1..3]->(ec:EC)
RETURN ec.name, ec.sysname
LIMIT 10;
",I don't know the answer.
Phase 3,Paraphrasing & Synonyms,Gene ats:109761713 produces what enzymes?,1.0,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:PRODUCES]-(c:Compound) RETURN e.id LIMIT 10,"cypher
MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES*1..3]->(ec:EC)
RETURN ec.name AS enzyme_name
LIMIT 10;
",I don't know the answer.
Phase 3,Informal & Conversational,"Hey, what reactions use C00422 ?",1.0,MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF]->(r:Reaction) RETURN r,"MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF|PRODUCES]->(r:Reaction) 
RETURN r.id AS reaction_id LIMIT 20",ERROR - Invalid query generated,Error: list index out of range
Phase 3,Informal & Conversational,Can you tell me about pathway path:gmx00061?,1.0,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]->(n) RETURN n,"MATCH (p:Pathway {id: 'gmx00061'})-[:CONTAINS*0..5]-(e)<-[:CATALYZES|MEMBER_OF|HAS_ENZYME_FUNCTION]-(:EC)-[:ENCODES]->(g:Gene)-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|MEMBER_OF|HAS_ENZYME_FUNCTION]-(:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN p, e, o, r, c LIMIT 10","
MATCH (p:Pathway {id: 'gmx00061'})-[:CONTAINS*1..3]-(r:Reaction)
RETURN p, r
LIMIT 10;
",I don't know the answer.
Phase 3,Informal & Conversational,I need to know which genes encode EC:4.2.1.59,1.0,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:4.2.1.59'}) RETURN g,MATCH (g:Gene)-[:ENCODES]->(e:EC) WHERE e.id = '4.2.1.59' RETURN g LIMIT 10,"
MATCH (g:Gene)-[:ENCODES*1..3]->(ec:EC {id: '4.2.1.59'}) 
RETURN g.position, g.name, ec.id, ec.name
LIMIT 10;
","(RefSeq) uncharacterized protein LOC100790839, (RefSeq) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ, (RefSeq) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ encode EC:4.2.1.59."
Phase 3,Informal & Conversational,Show me what's in the path:ath00061 pathway,1.0,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(n) RETURN n,MATCH p=(pathway:Pathway {id:'ath00061'})-[*]-(x) RETURN x LIMIT 20,"
MATCH p=(path:Pathway {id: ""path:ath00061""})-[:CONTAINS*1..3]->(r)
RETURN r LIMIT 10;
",I don't know the answer.
Phase 3,Informal & Conversational,What does gene ath:AT2G06990 do?,1.0,MATCH (g:Gene {id: 'AT2G06990'})-[*1..2]-(n) RETURN DISTINCT n,"MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction)<-[:PRODUCES]-(c:Compound) RETURN c.id, r.id, ec.id LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 3,Informal & Conversational,Find stuff related to compound C00164,1.0,MATCH (n {id: 'C00164'})-[r]-(m) RETURN m,"MATCH (e {id: $entity_id})-[r]-(neighbor)
RETURN neighbor.id AS neighbor_id,
       neighbor.name AS neighbor_name,
       labels(neighbor)[0] AS neighbor_type,
       type(r) AS relationship,
       CASE
         WHEN startNode(r) = e THEN 'outgoing'
         ELSE 'incoming'
       END AS direction","
MATCH p=(c:Compound {id: 'C00164'})-[*1..3]-(r) 
RETURN r LIMIT 10;
",I don't know the answer.
Phase 3,Informal & Conversational,Tell me about enzyme EC:1.13.11.33,1.0,MATCH (e:EC {id: 'EC:1.13.11.33'})-[r]-(n) RETURN n,"MATCH (e:EC {id: '1.13.11.33'})-[:CATALYZES]->(r:Reaction) RETURN e, r LIMIT 20","
MATCH (ec:EC {id: '1.13.11.33'})-[:CATALYZES*1..3]->(reaction)
RETURN ec, reaction
LIMIT 10;
","arachidonate 15-lipoxygenase is an enzyme with the identifier EC:1.13.11.33, also known as arachidonate:oxygen 15-oxidoreductase."
Phase 3,Informal & Conversational,What's connected to reaction R06870?,1.0,MATCH (n {id: 'R06870'})-[r]-(m) RETURN m,"MATCH (e {id: $entity_id})-[r]-(neighbor)
RETURN neighbor.id AS neighbor_id,
       neighbor.name AS neighbor_name,
       labels(neighbor)[0] AS neighbor_type,
       type(r) AS relationship,
       CASE
         WHEN startNode(r) = e THEN 'outgoing'
         ELSE 'incoming'
       END AS direction","
MATCH (r:Reaction {id: ""R06870""})-[:PRODUCES*1..3]-(c:Compound),
      (r)-[:CATALYZES*1..3]-(e:EC),
      (r)-[:CONTAINS*1..3]-(p:Pathway)
RETURN c, e, p
LIMIT 10;
",I don't know the answer.
Phase 3,Ambiguous Queries,What about ath:AT1G01210?,1.0,MATCH (g:Gene {id: 'ath:AT1G01210'}) RETURN g,"MATCH p=(g:Gene {id:'ath:AT1G01210'})-[*]-(o) RETURN g, o LIMIT 20","cypher
MATCH (g:Gene {id: 'ath:AT1G01210'})-[:MEMBER_OF]->(fu:FunctionalUnit)
OPTIONAL MATCH (g)-[:ENCODES]->(ec:EC)
OPTIONAL MATCH (g)-[:BELONGS_TO]->(o:Ortholog)
WITH g, fu, ec, o
MATCH (o)-[:CATALYZES]->(r:Reaction)
MATCH (r)-[:PRODUCES]->(c:Compound)
MATCH (p:Pathway {id: 'ath'})-[:CONTAINS*1..3]->(fu), (p)-[:CONTAINS*1..3]->(ec), (p)-[:CONTAINS*1..3]->(o)
RETURN g, fu, ec, o, r, c, p
LIMIT 10;
",I don't know the answer.
Phase 3,Ambiguous Queries,Show me path:ats00603,1.0,MATCH (p:Pathway {id: 'path:ats00603'}) RETURN p,MATCH p=(e:EC|g:Gene|r:Reaction)-[:CATALYZES*0..2]->(p1:Pathway)<-[:CONTAINS]-(p1) WHERE id(p1) = 'ats00603' RETURN DISTINCT p LIMIT 10,"
MATCH p = (:Gene {id: ""ats00603""})-[:MEMBER_OF*1..3]->(:FunctionalUnit)<-[:CATALYZES]-(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 3,Ambiguous Queries,Find reactions for EC:6.4.1.2,1.0,MATCH (e:EC {id: 'EC:6.4.1.2'})-[:CATALYZES]->(r:Reaction) RETURN r,"MATCH (e:EC {id: '6.4.1.2'})-[:CATALYZES]->(r:Reaction) 
RETURN r LIMIT 10","
MATCH (ec:EC {id: ""6.4.1.2""})-[:CATALYZES*1..3]->(reaction:Reaction)
RETURN reaction LIMIT 10;
",I don't know the answer.
Phase 3,Ambiguous Queries,Show me the pathway path:ats00280,1.0,MATCH (p:Pathway) RETURN p ,"MATCH p=(pathway:Pathway {id:'ats00280'})-[*]-(e) RETURN pathway, e LIMIT 20","cypher
MATCH p=(path:Pathway {id: 'ats00280'})-[*1..3]-(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN p LIMIT 10;
",I don't know the answer.
Phase 3,Ambiguous Queries,Tell me about the enzyme EC:6.4.1.2,1.0,MATCH (e:EC) RETURN e ,"MATCH (e:EC {id: '6.4.1.2'})-[:CATALYZES]->(r:Reaction) RETURN e, r LIMIT 10","
MATCH (ec:EC {id: ""6.4.1.2""})-[:CATALYZES*1..3]->(reaction)
RETURN ec, reaction
LIMIT 10;
","The enzyme with the identifier EC:6.4.1.2 is named acetyl-CoA carboxylase, and its systematic name is acetyl-CoA:hydrogencarbonate ligase (ADP-forming)."
Phase 3,Ambiguous Queries,Get information about this gene ath:AT5G61540,1.0,MATCH (g:Gene) RETURN g ,"MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC) WHERE g.species = 'arabidopsis' RETURN e.id AS ec_id, g.id AS gene_id LIMIT 10","
MATCH (g:Gene {id: ""ath:AT5G61540""})-[:MEMBER_OF*1..3]->(fu:FunctionalUnit)
OPTIONAL MATCH (g)-[:ENCODES]->(ec:EC)
OPTIONAL MATCH (g)-[:BELONGS_TO]->(o:Ortholog)
WITH g, fu, ec, o
MATCH (g)<-[:CONTAINS]-(p:Pathway)
RETURN g.position AS position,
       g.name AS name,
       g.link AS link,
       g.species AS species,
       g.id AS id,
       g.symbol AS symbol,
       fu.type AS functionalUnitType,
       fu.name AS functionalUnitName,
       ec.name AS ecName,
       o.symbol AS orthologSymbol,
       p.title AS pathwayTitle
LIMIT 10;
",I don't know the answer.
Phase 3,Typos & Misspellings,What enzimes does gene gmx:100217331 encode?,1.0,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: '100217331'})-[:ENCODES]->(e:EC) RETURN e.id LIMIT 10,"
MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES*1..3]->(e:EC)
RETURN e.name, e.sysname
LIMIT 10;
",The enzyme stearoyl-(acyl-carrier-protein) 9-desaturase is encoded by the gene gmx:100217331.
Phase 3,Typos & Misspellings,Show reacctions in pathway path:gmx01040,1.0,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(r:Reaction) RETURN r,"MATCH p=(pathway:Pathway {id:'gmx01040'})-[:CONTAINS*]->(r:Reaction) 
RETURN r.id AS reaction_id LIMIT 10","
MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS*1..3]->(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 3,Typos & Misspellings,Find compunds produced by reaction R10826,1.0,MATCH (r:Reaction {id: 'R10826'})-[:PRODUCES]->(c:Compound) RETURN c,MATCH (r:Reaction {id: 'R10826'})-[:PRODUCES]->(c:Compound) RETURN c LIMIT 10,"
MATCH (r:Reaction {id: ""R10826""})-[:PRODUCES*1..3]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 3,Typos & Misspellings,Get ortholg for gene ats:109745953,1.0,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog) RETURN o,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC)-[:HAS_ENZYME_FUNCTION]->(o:Ortholog) RETURN o.id LIMIT 10,"
MATCH (g:Gene {id: ""ats:109745953""})-[:BELONGS_TO*1..3]->(o:Ortholog)
RETURN o
LIMIT 10;
",I don't know the answer.
Phase 3,Typos & Misspellings,Show substrates of reation R00010,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction {id: 'R00010'}) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE r.id = 'R00010' RETURN c LIMIT 10,"
MATCH (r:Reaction {id: 'R00010'})-[:PRODUCES*1..3]-(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 3,Typos & Misspellings,Find pathwys for compound C03069,1.0,MATCH (c:Compound {id: 'C03069'})-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH p=(c:Compound {id:'C03069'})-[*]-(r:Reaction)-[:PRODUCES]->(p2:Pathway)<-[:CONTAINS]-(e:EC|FunctionalUnit|Gene) RETURN DISTINCT p2.id LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 3,Typos & Misspellings,What does geen ath:AT3G01130 encode?,1.0,MATCH (g:Gene {id: 'ath:AT3G01130'})-[:ENCODES]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT3G01130'})-[:ENCODES]->(e:EC) RETURN e.id LIMIT 10,"
MATCH (g:Gene {id: ""ath:AT3G01130""})-[:ENCODES*1..3]->(ec:EC)
RETURN g, ec
LIMIT 10;
",I don't know the answer.
Phase 3,Edge Cases & Negations,Show genes that don't encode any enzymes,1.0,MATCH (g:Gene) WHERE NOT EXISTS((g)-[:ENCODES]->()) RETURN g,"MATCH (g:Gene)-[:ENCODES]->(e) WHERE NOT e.id IN ['ec:1.1.1.1', 'ec:2.7.3.3'] RETURN g LIMIT 10","
MATCH (g:Gene)-[:ENCODES*1..3]->(ec:EC)
WHERE NOT g.id = ec.id
RETURN DISTINCT g.name, g.position, g.link, g.species, g.id, g.symbol
LIMIT 10;
",I don't know the answer.
Phase 3,Edge Cases & Negations,Find reactions without products,1.0,MATCH (r:Reaction) WHERE NOT EXISTS((r)-[:PRODUCES]->()) RETURN r,"MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) 
WHERE c.id = 'cpd:C00031' OR r.catalyst IS NOT NULL
RETURN DISTINCT r.id AS reaction_id LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 3,Edge Cases & Negations,Which pathways have no reactions?,1.0,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)) RETURN p,"MATCH (p:Pathway)-[:CONTAINS]->(ec:EC) 
WHERE NOT((ec)-[:CATALYZES]->(:Reaction)) 
RETURN p.id AS pathway_id LIMIT 10","
MATCH (p:Pathway)-[:CONTAINS*1..3]-(r:Reaction)
WHERE NOT (p)-[:CONTAINS*1..3]->(r)
RETURN p.id, p.title
LIMIT 10;
",I don't know the answer.
Phase 3,Edge Cases & Negations,Get compounds not used as substrates,1.0,MATCH (c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,"MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)
      -[:SUBSTRATE_OF|PRODUCES]-(c:Compound)
RETURN DISTINCT c.id AS compound_id, c.name AS compound_name","
MATCH (c:Compound)-[r:SUBSTRATE_OF*1..3]-(reaction:Reaction)
WHERE NOT r IS NULL AND c.id <> reaction.id
RETURN DISTINCT c.name, c.formula, c.exact_mass
LIMIT 10;
",I don't know the answer.
Phase 3,Edge Cases & Negations,Find empty pathways,1.0,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->()) RETURN p,"MATCH (p:Pathway)-[:CONTAINS*0..]->(e) WHERE e IN [Gene, EC, Reaction] RETURN p.id AS pathway_id LIMIT 20","
MATCH (p:Pathway {title: """"})-[:CONTAINS*1..3]-(r:Reaction)<-[:PRODUCES]-(:Compound)-[:SUBSTRATE_OF]->(s:Reaction)
WHERE p.title = """"
RETURN COUNT(p) AS empty_pathways
LIMIT 10;
",I don't know the answer.
Phase 3,Edge Cases & Negations,Show orphan reactions,1.0,MATCH (r:Reaction) WHERE NOT EXISTS((:Pathway)-[:CONTAINS]->(r)) RETURN r,"MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) OR 
(r:Reaction)<-[:CATALYZES]-(e:EC)
RETURN DISTINCT r.id AS reaction_id LIMIT 10","cypher
MATCH (p:Pathway)-[:CONTAINS*1..3]->(r:Reaction)
RETURN r.id AS reaction_id, r.name AS reaction_name
LIMIT 10;
",I don't know the answer.
Phase 3,Edge Cases & Negations,Which enzymes don't catalyze anything?,1.0,MATCH (e:EC) WHERE NOT EXISTS((e)-[:CATALYZES]->()) RETURN e,MATCH (e:EC)-[:CATALYZES]->(r:Reaction) RETURN e.id AS enzyme_id LIMIT 10,"
MATCH (ec:EC)-[r:CATALYZES*1..3]-(reaction:Reaction)
WHERE NOT r IS NULL
RETURN ec.id AS enzyme_id, COUNT(DISTINCT reaction) AS num_reactions
ORDER BY num_reactions ASC
LIMIT 10;
",I don't know the answer.
